item_index	word	batch_dec_width	rank	target_phonemes	length	zipf_approx	is_word	gate	effective_ventral_weight	effective_dorsal_weight	lexical_confidence	lexical_margin	lexical_density	canonical_full_exact	canonical_full_predicted	canonical_wm_exact	canonical_wm_predicted	canonical_ltm_exact	canonical_ltm_predicted	canonical_fixed05_exact	canonical_fixed05_predicted	freear_full_exact	freear_full_predicted	freear_wm_exact	freear_wm_predicted	freear_ltm_exact	freear_ltm_predicted	freear_fixed05_exact	freear_fixed05_predicted	competence_category	competence_category_freear
23738	moralist	10	24049	M AO R AH L IH S T	8	4.2e-05	1	0.5104635953903198	0.5104635953903198	0.4895364046096802	0.720930278301239	0.26475465297698975	2.2195608615875244	1	M AO R AH L IH S T	1	M AO R AH L IH S T	1	M AO R AH L IH S T	1	M AO R AH L IH S T	1	M AO R AH L IH S T	1	M AO R AH L IH S T	1	M AO R AH L IH S T	1	M AO R AH L IH S T	BOTH_CORRECT	BOTH_CORRECT
23739	morality	10	24050	M ER AE L AH T IY	7	4.2e-05	1	0.555985152721405	0.555985152721405	0.44401484727859497	0.8124418258666992	0.19483023881912231	1.7262632846832275	1	M ER AE L AH T IY	1	M ER AE L AH T IY	1	M ER AE L AH T IY	1	M ER AE L AH T IY	1	M ER AE L AH T IY	1	M ER AE L AH T IY	1	M ER AE L AH T IY	1	M ER AE L AH T IY	BOTH_CORRECT	BOTH_CORRECT
23740	moralize	10	24051	M AO R AH L AY Z	7	4.2e-05	1	0.4874621331691742	0.4874621331691742	0.5125378668308258	0.6749190092086792	0.21112719178199768	7.18674373626709	1	M AO R AH L AY Z	1	M AO R AH L AY Z	1	M AO R AH L AY Z	1	M AO R AH L AY Z	1	M AO R AH L AY Z	1	M AO R AH L AY Z	1	M AO R AH L AY Z	1	M AO R AH L AY Z	BOTH_CORRECT	BOTH_CORRECT
23741	moralizing	10	24052	M AO R AH L AY Z IH NG	9	4.2e-05	1	0.4842870831489563	0.4842870831489563	0.5157129168510437	0.6685639023780823	0.1637340784072876	8.430864334106445	1	M AO R AH L AY Z IH NG	1	M AO R AH L AY Z IH NG	0	M AO R M AH L AH B AH L	1	M AO R AH L AY Z IH NG	1	M AO R AH L AY Z IH NG	1	M AO R AH L AY Z IH NG	0	M AO R M AH L AH B AH L	1	M AO R AH L AY Z IH NG	WM_ONLY_CORRECT	WM_ONLY_CORRECT
23742	moran	10	24053	M ER AE N	4	4.2e-05	1	0.451599657535553	0.451599657535553	0.548400342464447	0.602895200252533	0.11424857378005981	30.17167854309082	1	M ER AE N	1	M ER AE N	1	M ER AE N	1	M ER AE N	1	M ER AE N	1	M ER AE N	1	M ER AE N	1	M ER AE N	BOTH_CORRECT	BOTH_CORRECT
23743	morass	10	24054	M ER AE S	4	4.2e-05	1	0.48651254177093506	0.48651254177093506	0.5134874582290649	0.6730185151100159	0.1748659610748291	4.047271728515625	1	M ER AE S	1	M ER AE S	1	M ER AE S	1	M ER AE S	1	M ER AE S	1	M ER AE S	1	M ER AE S	1	M ER AE S	BOTH_CORRECT	BOTH_CORRECT
23744	moravian	10	24055	M ER EY V IY AH N	7	4.2e-05	1	0.4938444495201111	0.4938444495201111	0.5061555504798889	0.6876882314682007	0.26136261224746704	2.0088112354278564	1	M ER EY V IY AH N	1	M ER EY V IY AH N	0	F L AH M AE T R AH	1	M ER EY V IY AH N	1	M ER EY V IY AH N	1	M ER EY V IY AH N	0	F L AH M AE T R AH	1	M ER EY V IY AH N	WM_ONLY_CORRECT	WM_ONLY_CORRECT
23745	moray	10	24056	M ER EY	3	4.2e-05	1	0.44306233525276184	0.44306233525276184	0.5569376647472382	0.5856285691261292	0.2693737745285034	8.182247161865234	1	M ER EY	1	M ER EY	1	M ER EY	1	M ER EY	1	M ER EY	1	M ER EY	1	M ER EY	1	M ER EY	BOTH_CORRECT	BOTH_CORRECT
23746	morbid	10	24057	M AO R B AH D	6	4.2e-05	1	0.5148777365684509	0.5148777365684509	0.4851222634315491	0.7297642230987549	0.24055686593055725	1.8804320096969604	1	M AO R B AH D	1	M AO R B AH D	1	M AO R B AH D	1	M AO R B AH D	1	M AO R B AH D	1	M AO R B AH D	1	M AO R B AH D	1	M AO R B AH D	BOTH_CORRECT	BOTH_CORRECT
23747	morbidity	10	24058	M AO R B IH D AH T IY	9	4.2e-05	1	0.48722249269485474	0.48722249269485474	0.5127775073051453	0.6744393706321716	0.1079062819480896	4.166829586029053	1	M AO R B IH D AH T IY	1	M AO R B IH D AH T IY	1	M AO R B IH D AH T IY	1	M AO R B IH D AH T IY	1	M AO R B IH D AH T IY	1	M AO R B IH D AH T IY	1	M AO R B IH D AH T IY	1	M AO R B IH D AH T IY	BOTH_CORRECT	BOTH_CORRECT
23748	mordant	10	24059	M AO R D AH N T	7	4.2e-05	1	0.498013436794281	0.498013436794281	0.501986563205719	0.6960268020629883	0.17383092641830444	4.539454460144043	1	M AO R D AH N T	1	M AO R D AH N T	1	M AO R D AH N T	1	M AO R D AH N T	1	M AO R D AH N T	1	M AO R D AH N T	1	M AO R D AH N T	1	M AO R D AH N T	BOTH_CORRECT	BOTH_CORRECT
23749	mordecai	10	24060	M AO R D AH K AY	7	4.2e-05	1	0.47008639574050903	0.47008639574050903	0.529913604259491	0.6401012539863586	0.3010251522064209	3.406731367111206	1	M AO R D AH K AY	1	M AO R D AH K AY	0	SH R UW Z W UH D	1	M AO R D AH K AY	1	M AO R D AH K AY	1	M AO R D AH K AY	0	SH R UW Z W UH D	1	M AO R D AH K AY	WM_ONLY_CORRECT	WM_ONLY_CORRECT
23750	morea	10	24061	M AO R IY AH	5	4.2e-05	1	0.4836881756782532	0.4836881756782532	0.5163118243217468	0.667364776134491	0.2638121545314789	2.929751396179199	1	M AO R IY AH	1	M AO R IY AH	1	M AO R IY AH	1	M AO R IY AH	1	M AO R IY AH	1	M AO R IY AH	1	M AO R IY AH	1	M AO R IY AH	BOTH_CORRECT	BOTH_CORRECT
23751	moreau	10	24062	M ER OW	3	4.2e-05	1	0.4623418152332306	0.4623418152332306	0.5376581847667694	0.6245407462120056	0.082802414894104	10.721525192260742	1	M ER OW	1	M ER OW	1	M ER OW	1	M ER OW	1	M ER OW	1	M ER OW	1	M ER OW	1	M ER OW	BOTH_CORRECT	BOTH_CORRECT
23752	morel	10	24064	M ER EH L	4	4.2e-05	1	0.4710279405117035	0.4710279405117035	0.5289720594882965	0.6419909000396729	0.23785173892974854	5.034653663635254	1	M ER EH L	1	M ER EH L	1	M ER EH L	1	M ER EH L	1	M ER EH L	1	M ER EH L	1	M ER EH L	1	M ER EH L	BOTH_CORRECT	BOTH_CORRECT
23753	morello	10	24065	M ER EH L OW	5	4.2e-05	1	0.486034631729126	0.486034631729126	0.513965368270874	0.6720619797706604	0.31081730127334595	2.7157680988311768	1	M ER EH L OW	1	M ER EH L OW	0	B ER OW L IY	1	M ER EH L OW	1	M ER EH L OW	1	M ER EH L OW	0	B ER OW L IY	1	M ER EH L OW	WM_ONLY_CORRECT	WM_ONLY_CORRECT
23754	moreno	10	24066	M AO R IY N OW	6	4.2e-05	1	0.5184620022773743	0.5184620022773743	0.48153799772262573	0.7369408011436462	0.12302881479263306	6.937893867492676	1	M AO R IY N OW	1	M AO R IY N OW	1	M AO R IY N OW	1	M AO R IY N OW	1	M AO R IY N OW	1	M AO R IY N OW	1	M AO R IY N OW	1	M AO R IY N OW	BOTH_CORRECT	BOTH_CORRECT
23755	mores	10	24067	M AO R EY Z	5	4.2e-05	1	0.5057281851768494	0.5057281851768494	0.49427181482315063	0.711456835269928	0.31262683868408203	1.7429955005645752	1	M AO R EY Z	1	M AO R EY Z	0	S EY M L EY	1	M AO R EY Z	1	M AO R EY Z	1	M AO R EY Z	0	S EY M L EY	1	M AO R EY Z	WM_ONLY_CORRECT	WM_ONLY_CORRECT
23756	morgantown	10	24068	M AO R G AH N T AW N	9	4.2e-05	1	0.5222391486167908	0.5222391486167908	0.47776085138320923	0.7445076107978821	0.2672119140625	1.858498215675354	1	M AO R G AH N T AW N	1	M AO R G AH N T AW N	0	M Y UW T AH V IH L	1	M AO R G AH N T AW N	1	M AO R G AH N T AW N	1	M AO R G AH N T AW N	0	M Y UW T AH V IH L	1	M AO R G AH N T AW N	WM_ONLY_CORRECT	WM_ONLY_CORRECT
23757	morgen	10	24069	M AO R G AH N	6	4.2e-05	1	0.502987802028656	0.502987802028656	0.497012197971344	0.7059756517410278	0.17175954580307007	3.7705729007720947	1	M AO R G AH N	1	M AO R G AH N	1	M AO R G AH N	1	M AO R G AH N	1	M AO R G AH N	1	M AO R G AH N	1	M AO R G AH N	1	M AO R G AH N	BOTH_CORRECT	BOTH_CORRECT
23758	morgue	10	24070	M AO R G	4	4.2e-05	1	0.4827861487865448	0.4827861487865448	0.5172138512134552	0.6655585765838623	0.20999306440353394	3.14483642578125	1	M AO R G	1	M AO R G	1	M AO R G	1	M AO R G	1	M AO R G	1	M AO R G	1	M AO R G	1	M AO R G	BOTH_CORRECT	BOTH_CORRECT
23759	moriarty	10	24071	M AO R IY AA R T IY	8	4.2e-05	1	0.5203019380569458	0.5203019380569458	0.4796980619430542	0.7406262159347534	0.33099499344825745	1.5234169960021973	1	M AO R IY AA R T IY	1	M AO R IY AA R T IY	1	M AO R IY AA R T IY	1	M AO R IY AA R T IY	1	M AO R IY AA R T IY	1	M AO R IY AA R T IY	1	M AO R IY AA R T IY	1	M AO R IY AA R T IY	BOTH_CORRECT	BOTH_CORRECT
23760	moribund	10	24072	M AO R AH B AH N D	8	4.2e-05	1	0.5053356289863586	0.5053356289863586	0.49466437101364136	0.710671603679657	0.21223518252372742	1.6514407396316528	1	M AO R AH B AH N D	1	M AO R AH B AH N D	1	M AO R AH B AH N D	1	M AO R AH B AH N D	1	M AO R AH B AH N D	1	M AO R AH B AH N D	1	M AO R AH B AH N D	1	M AO R AH B AH N D	BOTH_CORRECT	BOTH_CORRECT
23761	morin	10	24073	M AO R IH N	5	4.2e-05	1	0.46642932295799255	0.46642932295799255	0.5335706770420074	0.6327574253082275	0.1978180706501007	4.664809226989746	1	M AO R IH N	1	M AO R IH N	0	M AO R	1	M AO R IH N	1	M AO R IH N	1	M AO R IH N	0	M AO R	1	M AO R IH N	WM_ONLY_CORRECT	WM_ONLY_CORRECT
23762	morison	10	24074	M AO R IH S AH N	7	4.2e-05	1	0.48687484860420227	0.48687484860420227	0.5131251513957977	0.6737435460090637	0.19432511925697327	7.485992431640625	1	M AO R IH S AH N	1	M AO R IH S AH N	1	M AO R IH S AH N	1	M AO R IH S AH N	1	M AO R IH S AH N	1	M AO R IH S AH N	1	M AO R IH S AH N	1	M AO R IH S AH N	BOTH_CORRECT	BOTH_CORRECT
23763	morita	10	24075	M AO R IY T AH	6	4.2e-05	1	0.5150288939476013	0.5150288939476013	0.4849711060523987	0.7300667762756348	0.40670639276504517	1.2635717391967773	1	M AO R IY T AH	1	M AO R IY T AH	1	M AO R IY T AH	1	M AO R IY T AH	1	M AO R IY T AH	1	M AO R IY T AH	1	M AO R IY T AH	1	M AO R IY T AH	BOTH_CORRECT	BOTH_CORRECT
23764	morley	10	24076	M AO R L IY	5	4.2e-05	1	0.4853942096233368	0.4853942096233368	0.5146057903766632	0.6707800626754761	0.2453121542930603	3.58137845993042	1	M AO R L IY	1	M AO R L IY	1	M AO R L IY	1	M AO R L IY	1	M AO R L IY	1	M AO R L IY	1	M AO R L IY	1	M AO R L IY	BOTH_CORRECT	BOTH_CORRECT
23765	mormon	10	24077	M AO R M AH N	6	4.2e-05	1	0.5165641903877258	0.5165641903877258	0.48343580961227417	0.7331405282020569	0.2471430003643036	1.634851098060608	1	M AO R M AH N	1	M AO R M AH N	1	M AO R M AH N	1	M AO R M AH N	1	M AO R M AH N	1	M AO R M AH N	1	M AO R M AH N	1	M AO R M AH N	BOTH_CORRECT	BOTH_CORRECT
23766	mormonism	10	24078	M AO R M AH N IH Z M	9	4.2e-05	1	0.5258203744888306	0.5258203744888306	0.47417962551116943	0.751686692237854	0.20730364322662354	1.5006728172302246	1	M AO R M AH N IH Z M	1	M AO R M AH N IH Z M	1	M AO R M AH N IH Z M	1	M AO R M AH N IH Z M	1	M AO R M AH N IH Z M	1	M AO R M AH N IH Z M	1	M AO R M AH N IH Z M	1	M AO R M AH N IH Z M	BOTH_CORRECT	BOTH_CORRECT
23767	morn	10	24079	M AO R N	4	4.2e-05	1	0.4855559170246124	0.4855559170246124	0.5144440829753876	0.671103835105896	0.35470157861709595	2.162761688232422	1	M AO R N	1	M AO R N	1	M AO R N	1	M AO R N	1	M AO R N	1	M AO R N	1	M AO R N	1	M AO R N	BOTH_CORRECT	BOTH_CORRECT
23768	moro	10	24080	M AO R OW	4	4.2e-05	1	0.488659530878067	0.488659530878067	0.511340469121933	0.6773151755332947	0.21456071734428406	2.6773104667663574	1	M AO R OW	1	M AO R OW	1	M AO R OW	1	M AO R OW	1	M AO R OW	1	M AO R OW	1	M AO R OW	1	M AO R OW	BOTH_CORRECT	BOTH_CORRECT
23769	moroccan	10	24081	M ER AA K AH N	6	4.2e-05	1	0.49968597292900085	0.49968597292900085	0.5003140270709991	0.699371874332428	0.1402629017829895	3.2947680950164795	1	M ER AA K AH N	1	M ER AA K AH N	1	M ER AA K AH N	1	M ER AA K AH N	1	M ER AA K AH N	1	M ER AA K AH N	1	M ER AA K AH N	1	M ER AA K AH N	BOTH_CORRECT	BOTH_CORRECT
23770	moron	10	24082	M AO R AA N	5	4.2e-05	1	0.4947636127471924	0.4947636127471924	0.5052363872528076	0.6895267963409424	0.2649976909160614	2.440293312072754	1	M AO R AA N	1	M AO R AA N	1	M AO R AA N	1	M AO R AA N	1	M AO R AA N	1	M AO R AA N	1	M AO R AA N	1	M AO R AA N	BOTH_CORRECT	BOTH_CORRECT
23771	moroni	10	24083	M ER OW N IY	5	4.2e-05	1	0.4877026081085205	0.4877026081085205	0.5122973918914795	0.6754002571105957	0.35531678795814514	2.054722785949707	1	M ER OW N IY	1	M ER OW N IY	1	M ER OW N IY	1	M ER OW N IY	1	M ER OW N IY	1	M ER OW N IY	1	M ER OW N IY	1	M ER OW N IY	BOTH_CORRECT	BOTH_CORRECT
23772	morose	10	24084	M ER OW S	4	4.2e-05	1	0.49990400671958923	0.49990400671958923	0.5000959932804108	0.6998080015182495	0.16191935539245605	6.763035774230957	1	M ER OW S	1	M ER OW S	1	M ER OW S	1	M ER OW S	1	M ER OW S	1	M ER OW S	1	M ER OW S	1	M ER OW S	BOTH_CORRECT	BOTH_CORRECT
23773	morph	10	24085	M AO R F	4	4.2e-05	1	0.5071015357971191	0.5071015357971191	0.49289846420288086	0.7142040133476257	0.11377429962158203	2.4497852325439453	1	M AO R F	1	M AO R F	1	M AO R F	1	M AO R F	1	M AO R F	1	M AO R F	1	M AO R F	1	M AO R F	BOTH_CORRECT	BOTH_CORRECT
23774	morpheus	10	24086	M AO R F IY AH S	7	4.2e-05	1	0.4896509349346161	0.4896509349346161	0.5103490650653839	0.679298996925354	0.3421745002269745	1.8909424543380737	1	M AO R F IY AH S	1	M AO R F IY AH S	1	M AO R F IY AH S	1	M AO R F IY AH S	1	M AO R F IY AH S	1	M AO R F IY AH S	1	M AO R F IY AH S	1	M AO R F IY AH S	BOTH_CORRECT	BOTH_CORRECT
23775	morphine	10	24087	M AO R F IY N	6	4.2e-05	1	0.48484286665916443	0.48484286665916443	0.5151571333408356	0.6696764826774597	0.13127195835113525	6.673981189727783	1	M AO R F IY N	1	M AO R F IY N	1	M AO R F IY N	1	M AO R F IY N	1	M AO R F IY N	1	M AO R F IY N	1	M AO R F IY N	1	M AO R F IY N	BOTH_CORRECT	BOTH_CORRECT
23776	morphing	10	24088	M AO R F IH NG	6	4.2e-05	1	0.5099449753761292	0.5099449753761292	0.49005502462387085	0.7198925614356995	0.2433905005455017	1.8703944683074951	1	M AO R F IH NG	1	M AO R F IH NG	1	M AO R F IH NG	1	M AO R F IH NG	1	M AO R F IH NG	1	M AO R F IH NG	1	M AO R F IH NG	1	M AO R F IH NG	BOTH_CORRECT	BOTH_CORRECT
23777	morphology	10	24089	M AO R F AA L AH JH IY	9	4.2e-05	1	0.5385140776634216	0.5385140776634216	0.46148592233657837	0.7771810293197632	0.27526021003723145	1.4410730600357056	1	M AO R F AA L AH JH IY	1	M AO R F AA L AH JH IY	1	M AO R F AA L AH JH IY	1	M AO R F AA L AH JH IY	1	M AO R F AA L AH JH IY	1	M AO R F AA L AH JH IY	1	M AO R F AA L AH JH IY	1	M AO R F AA L AH JH IY	BOTH_CORRECT	BOTH_CORRECT
23778	morphs	10	24090	M AO R F S	5	4.2e-05	1	0.496623694896698	0.496623694896698	0.503376305103302	0.6932472586631775	0.07706016302108765	3.124129295349121	1	M AO R F S	1	M AO R F S	1	M AO R F S	1	M AO R F S	1	M AO R F S	1	M AO R F S	1	M AO R F S	1	M AO R F S	BOTH_CORRECT	BOTH_CORRECT
23779	morristown	10	24091	M AO R AH S T AW N	8	4.2e-05	1	0.49208807945251465	0.49208807945251465	0.5079119205474854	0.6841748356819153	0.18688508868217468	4.576610565185547	1	M AO R AH S T AW N	1	M AO R AH S T AW N	1	M AO R AH S T AW N	1	M AO R AH S T AW N	1	M AO R AH S T AW N	1	M AO R AH S T AW N	1	M AO R AH S T AW N	1	M AO R AH S T AW N	BOTH_CORRECT	BOTH_CORRECT
23780	morrow	10	24092	M AA R OW	4	4.2e-05	1	0.4690796136856079	0.4690796136856079	0.5309203863143921	0.6380801796913147	0.21056193113327026	7.238656044006348	1	M AA R OW	1	M AA R OW	1	M AA R OW	1	M AA R OW	1	M AA R OW	1	M AA R OW	1	M AA R OW	1	M AA R OW	BOTH_CORRECT	BOTH_CORRECT
23781	morse	10	24093	M AO R S	4	4.2e-05	1	0.432819664478302	0.432819664478302	0.567180335521698	0.5648218989372253	0.19277822971343994	17.757125854492188	1	M AO R S	1	M AO R S	1	M AO R S	1	M AO R S	1	M AO R S	1	M AO R S	1	M AO R S	1	M AO R S	BOTH_CORRECT	BOTH_CORRECT
23782	morsel	10	24094	M AO R S AH L	6	4.2e-05	1	0.5015230178833008	0.5015230178833008	0.4984769821166992	0.7030460238456726	0.33025461435317993	2.125117778778076	1	M AO R S AH L	1	M AO R S AH L	1	M AO R S AH L	1	M AO R S AH L	1	M AO R S AH L	1	M AO R S AH L	1	M AO R S AH L	1	M AO R S AH L	BOTH_CORRECT	BOTH_CORRECT
23783	mort	10	24095	M AO R T	4	4.2e-05	1	0.43642574548721313	0.43642574548721313	0.5635742545127869	0.5721595287322998	0.2074737846851349	14.554827690124512	1	M AO R T	1	M AO R T	1	M AO R T	1	M AO R T	1	M AO R T	1	M AO R T	1	M AO R T	1	M AO R T	BOTH_CORRECT	BOTH_CORRECT
23784	mortal	10	24096	M AO R T AH L	6	4.2e-05	1	0.511908233165741	0.511908233165741	0.48809176683425903	0.7238208651542664	0.26056236028671265	1.9746472835540771	1	M AO R T AH L	1	M AO R T AH L	1	M AO R T AH L	1	M AO R T AH L	1	M AO R T AH L	1	M AO R T AH L	1	M AO R T AH L	1	M AO R T AH L	BOTH_CORRECT	BOTH_CORRECT
23785	mortar	10	24097	M AO R T ER	5	4.1e-05	1	0.5078837871551514	0.5078837871551514	0.49211621284484863	0.7157688736915588	0.16608232259750366	2.768258571624756	1	M AO R T ER	1	M AO R T ER	1	M AO R T ER	1	M AO R T ER	1	M AO R T ER	1	M AO R T ER	1	M AO R T ER	1	M AO R T ER	BOTH_CORRECT	BOTH_CORRECT
23786	mortician	10	24098	M AO R T IH SH AH N	8	4.1e-05	1	0.4952251613140106	0.4952251613140106	0.5047748386859894	0.6904500126838684	0.2671053409576416	2.798083782196045	1	M AO R T IH SH AH N	1	M AO R T IH SH AH N	1	M AO R T IH SH AH N	1	M AO R T IH SH AH N	1	M AO R T IH SH AH N	1	M AO R T IH SH AH N	1	M AO R T IH SH AH N	1	M AO R T IH SH AH N	BOTH_CORRECT	BOTH_CORRECT
23787	mortify	10	24099	M AO R T IH F AY	7	4.1e-05	1	0.4896531105041504	0.4896531105041504	0.5103468894958496	0.6793032884597778	0.223888099193573	4.994347095489502	1	M AO R T IH F AY	1	M AO R T IH F AY	1	M AO R T IH F AY	1	M AO R T IH F AY	1	M AO R T IH F AY	1	M AO R T IH F AY	1	M AO R T IH F AY	1	M AO R T IH F AY	BOTH_CORRECT	BOTH_CORRECT
23788	mortimer	10	24100	M AO R T IH M ER	7	4.1e-05	1	0.5062721967697144	0.5062721967697144	0.49372780323028564	0.7125449776649475	0.22794315218925476	3.03423810005188	1	M AO R T IH M ER	1	M AO R T IH M ER	1	M AO R T IH M ER	1	M AO R T IH M ER	1	M AO R T IH M ER	1	M AO R T IH M ER	1	M AO R T IH M ER	1	M AO R T IH M ER	BOTH_CORRECT	BOTH_CORRECT
23789	morton	10	24101	M AO R T AH N	6	4.1e-05	1	0.4612507224082947	0.4612507224082947	0.5387492775917053	0.6223456859588623	0.15487152338027954	20.48179817199707	1	M AO R T AH N	1	M AO R T AH N	1	M AO R T AH N	1	M AO R T AH N	1	M AO R T AH N	1	M AO R T AH N	1	M AO R T AH N	1	M AO R T AH N	BOTH_CORRECT	BOTH_CORRECT
23790	mortuary	10	24102	M AO R CH UW EH R IY	8	4.1e-05	1	0.5444968938827515	0.5444968938827515	0.45550310611724854	0.7892298102378845	0.2890082001686096	1.0278608798980713	1	M AO R CH UW EH R IY	1	M AO R CH UW EH R IY	1	M AO R CH UW EH R IY	1	M AO R CH UW EH R IY	1	M AO R CH UW EH R IY	1	M AO R CH UW EH R IY	1	M AO R CH UW EH R IY	1	M AO R CH UW EH R IY	BOTH_CORRECT	BOTH_CORRECT
23791	mosaic	10	24103	M OW Z EY IH K	6	4.1e-05	1	0.5300213098526001	0.5300213098526001	0.4699786901473999	0.7601149082183838	0.29843419790267944	1.2561180591583252	1	M OW Z EY IH K	1	M OW Z EY IH K	1	M OW Z EY IH K	1	M OW Z EY IH K	1	M OW Z EY IH K	1	M OW Z EY IH K	1	M OW Z EY IH K	1	M OW Z EY IH K	BOTH_CORRECT	BOTH_CORRECT
23792	mosel	10	24105	M OW S AH L	5	4.1e-05	1	0.4993736147880554	0.4993736147880554	0.5006263852119446	0.6987472176551819	0.33099639415740967	1.417624831199646	1	M OW S AH L	1	M OW S AH L	1	M OW S AH L	1	M OW S AH L	1	M OW S AH L	1	M OW S AH L	1	M OW S AH L	1	M OW S AH L	BOTH_CORRECT	BOTH_CORRECT
23793	moseley	10	24106	M OW Z L IY	5	4.1e-05	1	0.4823300540447235	0.4823300540447235	0.5176699459552765	0.6646453738212585	0.2596290409564972	2.4841504096984863	1	M OW Z L IY	1	M OW Z L IY	1	M OW Z L IY	1	M OW Z L IY	1	M OW Z L IY	1	M OW Z L IY	1	M OW Z L IY	1	M OW Z L IY	BOTH_CORRECT	BOTH_CORRECT
23794	moselle	10	24107	M OW Z EH L	5	4.1e-05	1	0.5206018686294556	0.5206018686294556	0.47939813137054443	0.7412270307540894	0.22601580619812012	1.3165867328643799	1	M OW Z EH L	1	M OW Z EH L	0	S AH L OY	1	M OW Z EH L	1	M OW Z EH L	1	M OW Z EH L	0	S AH L OY	1	M OW Z EH L	WM_ONLY_CORRECT	WM_ONLY_CORRECT
23795	mosey	10	24108	M OW Z IY	4	4.1e-05	1	0.4749665856361389	0.4749665856361389	0.5250334143638611	0.6498912572860718	0.3533030152320862	2.5317068099975586	1	M OW Z IY	1	M OW Z IY	1	M OW Z IY	1	M OW Z IY	1	M OW Z IY	1	M OW Z IY	1	M OW Z IY	1	M OW Z IY	BOTH_CORRECT	BOTH_CORRECT
23796	mosh	10	24109	M AO SH	3	4.1e-05	1	0.5099687576293945	0.5099687576293945	0.49003124237060547	0.719940185546875	0.30116626620292664	1.4454458951950073	1	M AO SH	1	M AO SH	0	SH AO SH	1	M AO SH	1	M AO SH	1	M AO SH	0	SH AO SH	1	M AO SH	WM_ONLY_CORRECT	WM_ONLY_CORRECT
23797	mosley	10	24110	M OW Z L IY	5	4.1e-05	1	0.4823300540447235	0.4823300540447235	0.5176699459552765	0.6646453738212585	0.2596290409564972	2.4841504096984863	1	M OW Z L IY	1	M OW Z L IY	1	M OW Z L IY	1	M OW Z L IY	1	M OW Z L IY	1	M OW Z L IY	1	M OW Z L IY	1	M OW Z L IY	BOTH_CORRECT	BOTH_CORRECT
23798	mosque	10	24111	M AA S K	4	4.1e-05	1	0.4938306212425232	0.4938306212425232	0.5061693787574768	0.6876606345176697	0.22748050093650818	3.558403491973877	1	M AA S K	1	M AA S K	1	M AA S K	1	M AA S K	1	M AA S K	1	M AA S K	1	M AA S K	1	M AA S K	BOTH_CORRECT	BOTH_CORRECT
23799	mosquito	10	24112	M AH S K IY T OW	7	4.1e-05	1	0.5250161290168762	0.5250161290168762	0.4749838709831238	0.750074028968811	0.03461182117462158	2.670943260192871	1	M AH S K IY T OW	1	M AH S K IY T OW	1	M AH S K IY T OW	1	M AH S K IY T OW	1	M AH S K IY T OW	1	M AH S K IY T OW	1	M AH S K IY T OW	1	M AH S K IY T OW	BOTH_CORRECT	BOTH_CORRECT
23800	mosquitoes	10	24113	M AH S K IY T OW Z	8	4.1e-05	1	0.5334996581077576	0.5334996581077576	0.46650034189224243	0.7670998573303223	0.08362758159637451	2.386441230773926	1	M AH S K IY T OW Z	1	M AH S K IY T OW Z	1	M AH S K IY T OW Z	1	M AH S K IY T OW Z	1	M AH S K IY T OW Z	1	M AH S K IY T OW Z	1	M AH S K IY T OW Z	1	M AH S K IY T OW Z	BOTH_CORRECT	BOTH_CORRECT
23801	mosul	10	24114	M OW S AH L	5	4.1e-05	1	0.4993736147880554	0.4993736147880554	0.5006263852119446	0.6987472176551819	0.33099639415740967	1.417624831199646	1	M OW S AH L	1	M OW S AH L	1	M OW S AH L	1	M OW S AH L	1	M OW S AH L	1	M OW S AH L	1	M OW S AH L	1	M OW S AH L	BOTH_CORRECT	BOTH_CORRECT
23802	mote	10	24115	M OW T	3	4.1e-05	1	0.4782581627368927	0.4782581627368927	0.5217418372631073	0.6564888954162598	0.28588515520095825	2.7076497077941895	1	M OW T	1	M OW T	1	M OW T	1	M OW T	1	M OW T	1	M OW T	1	M OW T	1	M OW T	BOTH_CORRECT	BOTH_CORRECT
23803	moth	10	24116	M AO TH	3	4.1e-05	1	0.4725998640060425	0.4725998640060425	0.5274001359939575	0.6451448202133179	0.024124562740325928	6.697253227233887	1	M AO TH	1	M AO TH	1	M AO TH	1	M AO TH	1	M AO TH	1	M AO TH	1	M AO TH	1	M AO TH	BOTH_CORRECT	BOTH_CORRECT
23804	mothball	10	24117	M AO TH B AO L	6	4.1e-05	1	0.5082604885101318	0.5082604885101318	0.49173951148986816	0.7165224552154541	0.39178013801574707	1.3500826358795166	1	M AO TH B AO L	1	M AO TH B AO L	1	M AO TH B AO L	1	M AO TH B AO L	1	M AO TH B AO L	1	M AO TH B AO L	1	M AO TH B AO L	1	M AO TH B AO L	BOTH_CORRECT	BOTH_CORRECT
23805	motherfucker	10	24118	M AH DH ER F AH K ER	8	4.1e-05	1	0.5252053141593933	0.5252053141593933	0.4747946858406067	0.7504534721374512	0.36042487621307373	1.7490365505218506	1	M AH DH ER F AH K ER	1	M AH DH ER F AH K ER	1	M AH DH ER F AH K ER	1	M AH DH ER F AH K ER	1	M AH DH ER F AH K ER	1	M AH DH ER F AH K ER	1	M AH DH ER F AH K ER	1	M AH DH ER F AH K ER	BOTH_CORRECT	BOTH_CORRECT
